Class,Confidence,X,Y,Width,Height,Timestamp
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,285,111,487,424
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,293,112,488,423
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,300,115,502,422
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,303,107,514,431
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,305,109,517,427
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,304,112,511,427
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,300,110,507,425
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,298,112,506,426
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,296,110,509,426
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,305,112,508,430
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,310,105,514,428
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,316,114,519,422
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,304,118,520,435
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,280,121,485,426
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,271,136,484,434
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,262,118,468,431
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,246,118,456,430
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,248,112,455,436
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,251,114,455,434
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,249,114,459,434
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,254,119,461,426
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,261,115,465,433
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,262,120,470,432
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,261,115,470,430
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,265,123,469,428
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,265,119,467,428
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,259,123,467,430
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,260,117,470,425
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,256,116,466,429
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,264,119,463,426
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,214,150,359,258
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,172,144,370,423
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,160,138,347,437
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,144,143,335,442
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,140,143,333,450
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,133,149,328,453
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,128,151,325,453
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,123,153,327,455
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,123,150,326,451
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,121,154,330,450
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,123,154,331,449
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,124,152,329,451
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,122,156,326,451
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,127,150,327,454
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,128,153,328,453
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,130,145,327,457
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,133,145,332,453
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,135,146,333,452
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,136,145,333,455
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,127,148,335,453
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,128,150,329,454
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,124,151,331,451
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,126,147,331,452
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,135,146,332,450
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,146,143,332,441
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,161,150,350,428
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,188,135,370,440
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,224,150,390,260
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,288,125,520,404
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,353,86,558,405
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,398,96,607,408
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,405,105,613,414
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,400,103,610,421
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,395,108,605,413
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,392,103,588,419
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,392,104,585,415
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,389,107,599,416
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,391,106,597,414
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,396,86,600,417
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,391,92,601,411
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,394,102,605,394
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,395,100,601,393
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,415,98,607,383
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,420,112,628,373
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,456,116,635,380
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,500,134,648,359
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,318,113,497,395
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,325,122,499,400
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,321,112,496,397
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,319,110,500,400
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,316,108,503,391
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,318,123,496,382
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,315,125,498,382
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,319,121,499,384
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,317,125,498,381
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,307,124,495,374
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,297,121,473,385
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,290,129,465,399
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,271,132,454,391
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,268,140,443,386
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,264,132,437,390
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,264,137,431,389
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,262,136,432,389
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,264,136,431,390
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,268,140,446,390
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,369,100,564,396
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,410,94,604,409
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,422,115,622,404
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,435,117,624,404
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,440,112,623,412
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,424,119,624,403
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,406,99,608,406
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,365,124,578,399
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,313,124,519,400
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,308,123,488,404
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,283,129,468,399
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,274,129,457,400
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,268,131,457,400
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,270,132,453,397
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,276,131,458,401
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,279,122,469,402
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,298,128,475,400
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,312,129,502,398
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,331,118,533,403
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,362,112,560,408
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,382,117,566,403
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,380,113,569,408
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,363,112,559,409
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,333,118,536,403
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,298,126,513,402
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,292,125,481,405
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,269,136,460,405
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,265,139,458,404
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,263,139,459,403
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,272,136,458,412
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,282,117,475,411
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,301,120,518,404
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,382,103,580,398
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,408,124,619,404
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,425,112,627,413
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,427,115,629,409
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,415,95,618,408
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,396,102,600,404
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,365,118,569,404
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,356,106,546,397
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,333,105,538,395
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,323,104,515,391
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,316,112,510,385
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,318,111,502,389
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,314,115,499,390
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,312,117,499,389
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,311,112,498,398
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,315,124,500,397
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,316,123,495,396
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,309,110,495,400
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,312,125,491,394
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,310,121,494,400
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,311,125,493,397
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,307,123,492,397
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,308,120,489,400
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,308,126,490,393
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,304,128,488,396
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,310,125,485,397
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,308,121,486,399
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,308,115,486,394
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,313,116,492,394
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,320,127,496,394
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,312,124,502,382
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,317,118,507,387
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,315,121,510,384
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,314,120,511,388
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,324,115,513,390
"17:56 PM Wednesday, 08 November 2023 ()",hyena danger,326,112,511,392
"18:08 PM Wednesday, 08 November 2023 ()",hyena danger,272,135,452,352
"18:08 PM Wednesday, 08 November 2023 ()",hyena danger,266,132,446,349
"18:08 PM Wednesday, 08 November 2023 ()",hyena danger,261,129,447,360
"18:08 PM Wednesday, 08 November 2023 ()",hyena danger,268,129,439,358
"18:08 PM Wednesday, 08 November 2023 ()",hyena danger,268,116,444,383
"18:08 PM Wednesday, 08 November 2023 ()",hyena danger,274,126,461,370
"18:08 PM Wednesday, 08 November 2023 ()",hyena danger,272,129,456,369
"18:08 PM Wednesday, 08 November 2023 ()",hyena danger,271,128,454,370
"18:08 PM Wednesday, 08 November 2023 ()",hyena danger,274,126,457,370
"18:08 PM Wednesday, 08 November 2023 ()",hyena danger,274,126,458,370
"18:08 PM Wednesday, 08 November 2023 ()",hyena danger,277,126,464,372
"18:08 PM Wednesday, 08 November 2023 ()",hyena danger,279,129,467,374
"18:08 PM Wednesday, 08 November 2023 ()",hyena danger,285,111,466,399
"18:08 PM Wednesday, 08 November 2023 ()",hyena danger,293,114,479,420
"18:08 PM Wednesday, 08 November 2023 ()",hyena danger,300,117,492,422
"18:08 PM Wednesday, 08 November 2023 ()",hyena danger,294,116,499,420
"18:08 PM Wednesday, 08 November 2023 ()",hyena danger,288,127,484,415
"18:08 PM Wednesday, 08 November 2023 ()",hyena danger,266,127,453,440
"18:08 PM Wednesday, 08 November 2023 ()",hyena danger,263,143,439,431
"18:08 PM Wednesday, 08 November 2023 ()",hyena danger,231,147,406,434
"18:08 PM Wednesday, 08 November 2023 ()",hyena danger,244,143,430,420
"18:08 PM Wednesday, 08 November 2023 ()",hyena danger,272,142,459,422
"18:08 PM Wednesday, 08 November 2023 ()",hyena danger,294,140,506,427
"18:08 PM Wednesday, 08 November 2023 ()",hyena danger,308,123,530,418
"18:08 PM Wednesday, 08 November 2023 ()",hyena danger,334,116,540,422
"18:08 PM Wednesday, 08 November 2023 ()",hyena danger,318,131,532,421
"18:08 PM Wednesday, 08 November 2023 ()",hyena danger,267,143,450,432
"18:08 PM Wednesday, 08 November 2023 ()",hyena danger,233,137,416,437
"18:08 PM Wednesday, 08 November 2023 ()",hyena danger,214,137,407,445
"18:08 PM Wednesday, 08 November 2023 ()",hyena danger,216,137,404,444
"18:08 PM Wednesday, 08 November 2023 ()",hyena danger,283,120,459,421
"18:08 PM Wednesday, 08 November 2023 ()",hyena danger,302,108,492,401
"18:08 PM Wednesday, 08 November 2023 ()",hyena danger,303,115,495,394
"18:08 PM Wednesday, 08 November 2023 ()",hyena danger,302,114,491,391
"18:08 PM Wednesday, 08 November 2023 ()",hyena danger,293,107,482,388
"18:08 PM Wednesday, 08 November 2023 ()",hyena danger,291,111,480,379
"18:08 PM Wednesday, 08 November 2023 ()",hyena danger,292,111,480,381
"18:08 PM Wednesday, 08 November 2023 ()",hyena danger,292,103,481,389
"18:08 PM Wednesday, 08 November 2023 ()",hyena danger,292,110,481,387
"18:08 PM Wednesday, 08 November 2023 ()",hyena danger,291,112,482,382
"18:08 PM Wednesday, 08 November 2023 ()",hyena danger,293,111,482,382
"18:08 PM Wednesday, 08 November 2023 ()",hyena danger,291,108,482,385
"18:08 PM Wednesday, 08 November 2023 ()",hyena danger,293,111,481,387
"18:11 PM Wednesday, 08 November 2023 ()",hyena danger,307,126,492,375
"18:12 PM Wednesday, 08 November 2023 ()",hyena danger,241,159,402,409
"18:12 PM Wednesday, 08 November 2023 ()",hyena danger,241,160,400,397
"18:12 PM Wednesday, 08 November 2023 ()",hyena danger,245,158,405,397
"18:12 PM Wednesday, 08 November 2023 ()",hyena danger,252,142,403,397
"18:12 PM Wednesday, 08 November 2023 ()",hyena danger,244,150,406,383
"18:12 PM Wednesday, 08 November 2023 ()",hyena danger,235,152,404,378
"18:12 PM Wednesday, 08 November 2023 ()",hyena danger,238,151,403,383
"18:12 PM Wednesday, 08 November 2023 ()",hyena danger,252,147,414,379
"18:12 PM Wednesday, 08 November 2023 ()",hyena danger,257,143,434,367
"18:12 PM Wednesday, 08 November 2023 ()",hyena danger,261,134,438,374
"18:12 PM Wednesday, 08 November 2023 ()",hyena danger,261,132,453,376
"18:12 PM Wednesday, 08 November 2023 ()",hyena danger,265,136,458,373
"18:12 PM Wednesday, 08 November 2023 ()",hyena danger,278,122,461,406
"18:12 PM Wednesday, 08 November 2023 ()",hyena danger,290,114,472,417
"18:12 PM Wednesday, 08 November 2023 ()",hyena danger,315,130,491,421
"18:12 PM Wednesday, 08 November 2023 ()",hyena danger,321,121,487,441
"18:12 PM Wednesday, 08 November 2023 ()",hyena danger,324,132,489,447
"18:12 PM Wednesday, 08 November 2023 ()",hyena danger,325,134,505,452
"18:12 PM Wednesday, 08 November 2023 ()",hyena danger,321,131,512,454
"18:13 PM Wednesday, 08 November 2023 ()",hyena danger,333,142,523,440
"18:13 PM Wednesday, 08 November 2023 ()",hyena danger,333,143,523,438
"18:13 PM Wednesday, 08 November 2023 ()",hyena danger,331,138,525,444
"18:13 PM Wednesday, 08 November 2023 ()",hyena danger,329,131,516,446
"18:13 PM Wednesday, 08 November 2023 ()",hyena danger,316,130,512,444
"18:13 PM Wednesday, 08 November 2023 ()",hyena danger,313,134,509,441
"18:13 PM Wednesday, 08 November 2023 ()",hyena danger,303,129,495,446
"18:13 PM Wednesday, 08 November 2023 ()",hyena danger,265,135,469,439
"18:13 PM Wednesday, 08 November 2023 ()",hyena danger,272,145,450,435
"18:13 PM Wednesday, 08 November 2023 ()",hyena danger,274,145,439,437
"18:13 PM Wednesday, 08 November 2023 ()",hyena danger,274,159,437,416
"18:13 PM Wednesday, 08 November 2023 ()",hyena danger,291,142,473,420
"18:13 PM Wednesday, 08 November 2023 ()",hyena danger,259,124,452,421
"18:13 PM Wednesday, 08 November 2023 ()",hyena danger,249,118,429,415
"18:13 PM Wednesday, 08 November 2023 ()",hyena danger,245,123,423,414
"18:13 PM Wednesday, 08 November 2023 ()",hyena danger,241,130,423,407
"18:13 PM Wednesday, 08 November 2023 ()",hyena danger,242,127,427,404
"18:13 PM Wednesday, 08 November 2023 ()",hyena danger,238,121,428,411
"18:13 PM Wednesday, 08 November 2023 ()",hyena danger,242,124,429,407
"18:13 PM Wednesday, 08 November 2023 ()",hyena danger,241,122,431,407
"18:13 PM Wednesday, 08 November 2023 ()",hyena danger,242,128,429,404
"18:13 PM Wednesday, 08 November 2023 ()",hyena danger,246,125,425,409
"18:13 PM Wednesday, 08 November 2023 ()",hyena danger,244,119,427,408
"18:13 PM Wednesday, 08 November 2023 ()",hyena danger,245,128,429,403
"18:13 PM Wednesday, 08 November 2023 ()",hyena danger,247,127,427,408
"18:13 PM Wednesday, 08 November 2023 ()",hyena danger,247,131,431,403
"18:13 PM Wednesday, 08 November 2023 ()",hyena danger,249,125,429,410
"18:13 PM Wednesday, 08 November 2023 ()",hyena danger,247,126,432,409
"18:13 PM Wednesday, 08 November 2023 ()",hyena danger,249,125,434,408
"18:13 PM Wednesday, 08 November 2023 ()",hyena danger,252,135,427,409
"18:13 PM Wednesday, 08 November 2023 ()",hyena danger,249,141,427,409
"18:13 PM Wednesday, 08 November 2023 ()",hyena danger,262,143,421,411
"18:13 PM Wednesday, 08 November 2023 ()",hyena danger,259,152,433,397
"18:13 PM Wednesday, 08 November 2023 ()",hyena danger,256,135,441,400
"18:13 PM Wednesday, 08 November 2023 ()",hyena danger,261,138,439,398
"18:13 PM Wednesday, 08 November 2023 ()",hyena danger,258,131,441,401
"18:13 PM Wednesday, 08 November 2023 ()",hyena danger,262,138,432,396
"18:13 PM Wednesday, 08 November 2023 ()",hyena danger,258,125,441,404
"18:13 PM Wednesday, 08 November 2023 ()",hyena danger,290,112,461,427
"18:13 PM Wednesday, 08 November 2023 ()",hyena danger,292,122,486,429
"18:13 PM Wednesday, 08 November 2023 ()",hyena danger,305,135,504,423
"18:13 PM Wednesday, 08 November 2023 ()",hyena danger,316,125,517,401
"18:13 PM Wednesday, 08 November 2023 ()",hyena danger,332,121,531,410
"18:13 PM Wednesday, 08 November 2023 ()",hyena danger,374,97,555,408
"18:13 PM Wednesday, 08 November 2023 ()",hyena danger,369,96,544,397
"18:13 PM Wednesday, 08 November 2023 ()",hyena danger,362,112,546,382
"18:13 PM Wednesday, 08 November 2023 ()",hyena danger,351,117,541,383
"18:13 PM Wednesday, 08 November 2023 ()",hyena danger,348,116,530,384
"18:13 PM Wednesday, 08 November 2023 ()",hyena danger,349,119,530,377
"18:13 PM Wednesday, 08 November 2023 ()",hyena danger,345,121,525,373
"18:13 PM Wednesday, 08 November 2023 ()",hyena danger,344,120,525,371
"18:13 PM Wednesday, 08 November 2023 ()",hyena danger,341,116,525,376
"18:13 PM Wednesday, 08 November 2023 ()",hyena danger,342,128,521,367
"18:13 PM Wednesday, 08 November 2023 ()",hyena danger,339,125,519,361
"18:13 PM Wednesday, 08 November 2023 ()",hyena danger,339,124,517,362
"18:13 PM Wednesday, 08 November 2023 ()",hyena danger,339,122,517,366
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,230,133,402,394
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,230,134,401,390
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,229,137,404,387
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,227,134,405,386
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,235,133,411,389
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,257,132,427,390
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,274,134,444,390
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,274,132,465,374
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,293,127,472,381
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,299,129,474,379
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,306,118,474,402
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,310,112,483,407
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,317,119,492,390
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,330,104,499,418
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,314,118,499,414
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,310,131,502,420
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,304,130,500,443
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,304,128,499,435
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,305,128,494,434
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,307,133,489,430
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,245,142,402,442
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,245,144,419,432
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,275,149,452,423
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,290,138,472,420
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,317,127,525,421
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,356,123,562,422
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,401,117,605,431
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,422,118,619,409
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,413,108,612,425
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,234,138,401,429
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,218,142,403,437
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,236,145,405,424
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,227,154,397,402
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,191,133,365,445
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,181,137,361,443
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,197,143,369,436
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,205,137,379,433
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,207,150,394,422
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,206,138,395,427
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,205,136,398,420
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,208,142,401,418
