Class,Confidence,X,Y,Width,Height,Timestamp
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,325,86,510,380
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,353,101,539,373
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,397,101,571,391
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,415,101,609,389
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,413,97,609,390
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,494,113,640,379
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,518,107,640,428
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,525,123,641,416
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,334,108,524,387
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,337,105,520,393
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,335,108,519,388
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,337,115,525,384
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,335,102,521,391
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,329,113,518,375
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,331,117,519,375
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,330,117,517,377
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,328,115,520,378
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,330,120,519,375
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,329,118,516,375
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,330,121,519,374
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,330,123,516,375
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,332,117,515,376
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,329,123,519,375
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,341,108,522,386
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,348,106,524,392
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,353,107,537,388
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,353,107,540,380
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,354,113,539,382
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,353,107,526,382
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,344,107,518,385
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,337,104,520,385
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,334,109,522,381
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,333,111,522,380
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,334,114,518,376
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,332,121,517,377
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,334,114,516,383
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,331,114,515,387
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,329,114,508,385
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,323,126,506,380
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,328,125,508,381
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,328,122,511,384
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,329,125,511,381
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,330,119,516,389
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,333,116,516,390
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,333,118,516,390
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,335,116,516,389
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,331,120,516,386
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,333,114,517,390
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,329,120,517,384
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,333,124,517,384
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,331,121,515,385
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,333,120,511,386
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,330,121,512,387
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,327,124,511,383
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,325,118,513,387
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,326,120,514,386
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,326,121,513,385
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,327,118,513,383
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,321,115,513,393
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,322,113,510,394
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,319,116,508,389
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,322,115,506,390
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,317,117,502,391
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,314,119,504,390
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,314,121,496,388
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,311,126,497,382
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,311,122,495,385
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,309,119,497,391
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,309,119,495,389
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,308,120,493,388
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,314,119,497,389
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,316,118,498,386
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,330,105,505,400
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,335,114,508,395
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,331,120,515,402
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,331,117,518,406
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,346,107,527,418
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,356,121,541,403
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,362,114,550,412
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,366,110,553,413
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,362,110,554,417
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,369,113,562,411
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,372,110,563,415
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,373,113,565,412
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,366,111,568,417
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,367,110,567,418
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,370,112,562,416
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,364,110,560,417
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,362,110,561,415
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,361,107,561,421
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,363,113,560,412
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,363,113,566,416
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,357,110,564,418
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,364,104,558,422
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,366,111,555,414
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,364,113,556,414
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,359,109,555,425
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,354,107,551,431
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,354,110,552,429
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,354,108,548,428
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,350,110,550,437
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,348,106,545,431
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,350,107,544,436
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,350,110,547,439
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,349,105,544,435
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,347,107,547,437
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,348,106,541,441
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,346,114,547,425
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,342,112,540,428
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,350,109,550,436
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,351,111,546,436
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,352,107,546,434
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,349,108,548,442
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,350,108,545,440
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,351,110,543,436
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,350,101,544,438
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,348,107,549,439
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,348,104,546,439
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,351,107,547,437
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,349,106,549,440
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,349,105,546,440
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,352,116,545,438
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,349,108,550,443
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,354,111,549,439
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,356,114,553,426
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,354,111,558,432
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,349,114,556,439
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,351,119,568,430
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,362,118,565,428
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,365,120,567,426
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,348,107,560,434
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,349,113,552,429
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,354,106,550,433
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,351,114,549,432
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,346,103,543,436
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,347,115,534,424
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,340,115,535,420
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,340,112,531,427
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,339,113,528,425
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,339,116,529,422
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,334,121,527,421
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,328,110,525,428
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,323,109,522,424
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,326,113,526,427
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,329,109,528,425
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,327,110,522,430
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,323,111,525,426
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,323,112,522,428
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,324,110,523,429
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,333,110,527,422
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,330,115,527,418
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,327,118,522,421
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,317,115,519,420
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,313,117,519,430
"18:19 PM Wednesday, 08 November 2023 ()",hyena danger,328,120,526,420
"18:19 PM Wednesday, 08 November 2023 ()",hyena danger,365,88,583,407
"18:19 PM Wednesday, 08 November 2023 ()",hyena danger,325,103,547,396
"18:19 PM Wednesday, 08 November 2023 ()",hyena danger,316,98,507,396
"18:19 PM Wednesday, 08 November 2023 ()",hyena danger,300,86,475,399
"18:19 PM Wednesday, 08 November 2023 ()",hyena danger,287,87,462,406
"18:19 PM Wednesday, 08 November 2023 ()",hyena danger,279,88,443,412
"18:19 PM Wednesday, 08 November 2023 ()",hyena danger,257,108,445,381
"18:19 PM Wednesday, 08 November 2023 ()",hyena danger,270,103,458,390
"18:19 PM Wednesday, 08 November 2023 ()",hyena danger,318,105,499,380
"18:19 PM Wednesday, 08 November 2023 ()",hyena danger,320,105,514,377
"18:19 PM Wednesday, 08 November 2023 ()",hyena danger,327,99,521,385
"18:19 PM Wednesday, 08 November 2023 ()",hyena danger,335,95,524,392
"18:19 PM Wednesday, 08 November 2023 ()",hyena danger,343,94,519,395
"18:19 PM Wednesday, 08 November 2023 ()",hyena danger,336,100,523,389
"18:19 PM Wednesday, 08 November 2023 ()",hyena danger,340,100,524,387
"18:19 PM Wednesday, 08 November 2023 ()",hyena danger,344,101,524,392
"18:19 PM Wednesday, 08 November 2023 ()",hyena danger,346,96,527,393
"18:19 PM Wednesday, 08 November 2023 ()",hyena danger,349,107,541,393
"18:19 PM Wednesday, 08 November 2023 ()",hyena danger,342,100,533,387
"18:19 PM Wednesday, 08 November 2023 ()",hyena danger,341,99,534,389
"18:19 PM Wednesday, 08 November 2023 ()",hyena danger,345,103,543,378
"18:19 PM Wednesday, 08 November 2023 ()",hyena danger,353,103,540,374
"18:19 PM Wednesday, 08 November 2023 ()",hyena danger,356,100,541,394
"18:19 PM Wednesday, 08 November 2023 ()",hyena danger,355,105,544,391
"18:19 PM Wednesday, 08 November 2023 ()",hyena danger,355,106,543,390
"18:19 PM Wednesday, 08 November 2023 ()",hyena danger,354,99,546,396
"18:19 PM Wednesday, 08 November 2023 ()",hyena danger,354,106,545,395
"18:19 PM Wednesday, 08 November 2023 ()",hyena danger,348,103,550,393
"18:19 PM Wednesday, 08 November 2023 ()",hyena danger,355,95,544,402
"18:19 PM Wednesday, 08 November 2023 ()",hyena danger,347,105,545,397
"18:19 PM Wednesday, 08 November 2023 ()",hyena danger,352,102,538,397
"18:19 PM Wednesday, 08 November 2023 ()",hyena danger,349,99,528,399
"18:19 PM Wednesday, 08 November 2023 ()",hyena danger,350,102,527,398
"18:19 PM Wednesday, 08 November 2023 ()",hyena danger,345,99,531,403
"18:19 PM Wednesday, 08 November 2023 ()",hyena danger,347,90,528,405
"18:19 PM Wednesday, 08 November 2023 ()",hyena danger,348,102,532,402
"18:19 PM Wednesday, 08 November 2023 ()",hyena danger,351,105,540,394
"18:19 PM Wednesday, 08 November 2023 ()",hyena danger,349,106,542,394
"18:19 PM Wednesday, 08 November 2023 ()",hyena danger,350,105,541,396
"18:19 PM Wednesday, 08 November 2023 ()",hyena danger,353,103,539,402
"18:19 PM Wednesday, 08 November 2023 ()",hyena danger,348,109,540,396
"18:19 PM Wednesday, 08 November 2023 ()",hyena danger,354,99,521,400
"18:19 PM Wednesday, 08 November 2023 ()",hyena danger,349,101,525,403
"18:19 PM Wednesday, 08 November 2023 ()",hyena danger,353,93,527,405
"18:19 PM Wednesday, 08 November 2023 ()",hyena danger,348,98,530,402
"18:19 PM Wednesday, 08 November 2023 ()",hyena danger,347,105,531,398
"18:19 PM Wednesday, 08 November 2023 ()",hyena danger,353,98,525,404
"18:19 PM Wednesday, 08 November 2023 ()",hyena danger,345,102,526,396
"18:19 PM Wednesday, 08 November 2023 ()",hyena danger,347,103,525,392
"18:19 PM Wednesday, 08 November 2023 ()",hyena danger,328,115,516,392
"18:19 PM Wednesday, 08 November 2023 ()",hyena danger,321,119,514,389
"18:19 PM Wednesday, 08 November 2023 ()",hyena danger,319,118,512,388
"18:19 PM Wednesday, 08 November 2023 ()",hyena danger,329,118,516,387
"18:19 PM Wednesday, 08 November 2023 ()",hyena danger,337,116,521,383
"18:19 PM Wednesday, 08 November 2023 ()",hyena danger,339,107,523,392
"18:19 PM Wednesday, 08 November 2023 ()",hyena danger,342,113,531,383
"18:19 PM Wednesday, 08 November 2023 ()",hyena danger,340,110,534,389
"18:19 PM Wednesday, 08 November 2023 ()",hyena danger,347,104,526,391
"18:19 PM Wednesday, 08 November 2023 ()",hyena danger,341,97,530,402
"18:19 PM Wednesday, 08 November 2023 ()",hyena danger,345,99,525,398
"18:19 PM Wednesday, 08 November 2023 ()",hyena danger,345,102,523,405
"18:19 PM Wednesday, 08 November 2023 ()",hyena danger,346,108,527,412
"18:19 PM Wednesday, 08 November 2023 ()",hyena danger,344,108,535,398
"18:19 PM Wednesday, 08 November 2023 ()",hyena danger,341,107,536,398
"18:19 PM Wednesday, 08 November 2023 ()",hyena danger,341,100,531,406
"18:19 PM Wednesday, 08 November 2023 ()",hyena danger,345,109,531,411
"18:19 PM Wednesday, 08 November 2023 ()",hyena danger,338,111,536,397
"18:19 PM Wednesday, 08 November 2023 ()",hyena danger,345,104,529,403
"18:19 PM Wednesday, 08 November 2023 ()",hyena danger,344,105,530,399
"18:19 PM Wednesday, 08 November 2023 ()",hyena danger,346,98,524,403
"18:19 PM Wednesday, 08 November 2023 ()",hyena danger,341,109,519,398
"18:19 PM Wednesday, 08 November 2023 ()",hyena danger,334,111,520,399
"18:19 PM Wednesday, 08 November 2023 ()",hyena danger,328,113,515,397
"18:19 PM Wednesday, 08 November 2023 ()",hyena danger,326,113,514,398
"18:19 PM Wednesday, 08 November 2023 ()",hyena danger,313,115,516,397
"18:19 PM Wednesday, 08 November 2023 ()",hyena danger,317,123,515,397
"18:21 PM Wednesday, 08 November 2023 ()",hyena danger,232,154,403,385
"18:21 PM Wednesday, 08 November 2023 ()",hyena danger,239,151,397,378
"18:21 PM Wednesday, 08 November 2023 ()",hyena danger,236,156,396,374
"18:21 PM Wednesday, 08 November 2023 ()",hyena danger,241,161,409,384
"18:21 PM Wednesday, 08 November 2023 ()",hyena danger,260,134,416,391
"18:21 PM Wednesday, 08 November 2023 ()",hyena danger,265,148,435,364
"18:21 PM Wednesday, 08 November 2023 ()",hyena danger,276,144,453,365
"18:21 PM Wednesday, 08 November 2023 ()",hyena danger,286,143,459,364
"18:21 PM Wednesday, 08 November 2023 ()",hyena danger,293,143,460,367
"18:21 PM Wednesday, 08 November 2023 ()",hyena danger,298,134,468,389
"18:21 PM Wednesday, 08 November 2023 ()",hyena danger,302,134,474,402
"18:21 PM Wednesday, 08 November 2023 ()",hyena danger,314,119,482,392
"18:21 PM Wednesday, 08 November 2023 ()",hyena danger,330,127,498,407
"18:21 PM Wednesday, 08 November 2023 ()",hyena danger,333,133,509,404
"18:21 PM Wednesday, 08 November 2023 ()",hyena danger,321,136,511,405
"18:21 PM Wednesday, 08 November 2023 ()",hyena danger,317,139,503,415
"18:21 PM Wednesday, 08 November 2023 ()",hyena danger,311,127,487,436
"18:21 PM Wednesday, 08 November 2023 ()",hyena danger,279,183,435,428
"18:21 PM Wednesday, 08 November 2023 ()",hyena danger,289,140,459,423
"18:21 PM Wednesday, 08 November 2023 ()",hyena danger,308,135,506,416
"18:21 PM Wednesday, 08 November 2023 ()",hyena danger,329,122,525,411
"18:21 PM Wednesday, 08 November 2023 ()",hyena danger,348,115,531,416
"18:21 PM Wednesday, 08 November 2023 ()",hyena danger,330,127,523,425
"18:21 PM Wednesday, 08 November 2023 ()",hyena danger,261,159,409,448
"18:21 PM Wednesday, 08 November 2023 ()",hyena danger,261,178,404,441
"18:21 PM Wednesday, 08 November 2023 ()",hyena danger,269,161,434,419
"18:21 PM Wednesday, 08 November 2023 ()",hyena danger,285,148,460,421
"18:21 PM Wednesday, 08 November 2023 ()",hyena danger,295,134,477,417
"18:21 PM Wednesday, 08 November 2023 ()",hyena danger,313,141,496,412
"18:21 PM Wednesday, 08 November 2023 ()",hyena danger,321,136,512,405
"18:21 PM Wednesday, 08 November 2023 ()",hyena danger,330,127,514,400
"18:21 PM Wednesday, 08 November 2023 ()",hyena danger,338,124,521,400
"18:21 PM Wednesday, 08 November 2023 ()",hyena danger,341,123,519,402
"18:21 PM Wednesday, 08 November 2023 ()",hyena danger,341,122,520,404
"18:21 PM Wednesday, 08 November 2023 ()",hyena danger,338,122,515,399
"18:21 PM Wednesday, 08 November 2023 ()",hyena danger,336,122,517,402
"18:21 PM Wednesday, 08 November 2023 ()",hyena danger,337,124,514,400
"18:21 PM Wednesday, 08 November 2023 ()",hyena danger,336,124,515,397
"18:21 PM Wednesday, 08 November 2023 ()",hyena danger,337,120,514,403
"18:21 PM Wednesday, 08 November 2023 ()",hyena danger,339,123,513,401
"18:21 PM Wednesday, 08 November 2023 ()",hyena danger,339,124,517,400
"18:21 PM Wednesday, 08 November 2023 ()",hyena danger,341,120,512,403
"18:21 PM Wednesday, 08 November 2023 ()",hyena danger,338,127,513,399
"18:21 PM Wednesday, 08 November 2023 ()",hyena danger,337,129,515,399
"18:21 PM Wednesday, 08 November 2023 ()",hyena danger,339,121,511,403
"18:21 PM Wednesday, 08 November 2023 ()",hyena danger,333,124,514,401
"18:21 PM Wednesday, 08 November 2023 ()",hyena danger,334,130,511,396
"18:21 PM Wednesday, 08 November 2023 ()",hyena danger,334,125,509,403
"18:21 PM Wednesday, 08 November 2023 ()",hyena danger,336,124,511,399
"18:21 PM Wednesday, 08 November 2023 ()",hyena danger,337,121,514,406
"18:21 PM Wednesday, 08 November 2023 ()",hyena danger,337,122,523,403
"18:21 PM Wednesday, 08 November 2023 ()",hyena danger,338,117,525,406
"18:21 PM Wednesday, 08 November 2023 ()",hyena danger,336,112,533,409
"18:21 PM Wednesday, 08 November 2023 ()",hyena danger,333,108,546,418
"18:21 PM Wednesday, 08 November 2023 ()",hyena danger,331,95,562,437
"18:21 PM Wednesday, 08 November 2023 ()",hyena danger,325,104,572,430
"18:21 PM Wednesday, 08 November 2023 ()",hyena danger,338,84,567,449
"18:21 PM Wednesday, 08 November 2023 ()",hyena danger,342,97,580,451
"18:21 PM Wednesday, 08 November 2023 ()",hyena danger,340,87,583,474
"18:21 PM Wednesday, 08 November 2023 ()",hyena danger,339,101,592,467
"18:21 PM Wednesday, 08 November 2023 ()",hyena danger,334,103,598,466
"18:21 PM Wednesday, 08 November 2023 ()",hyena danger,337,98,594,476
"18:21 PM Wednesday, 08 November 2023 ()",hyena danger,334,100,601,473
"18:21 PM Wednesday, 08 November 2023 ()",hyena danger,335,94,599,480
"18:21 PM Wednesday, 08 November 2023 ()",hyena danger,334,98,596,469
"18:21 PM Wednesday, 08 November 2023 ()",hyena danger,353,97,570,469
"18:21 PM Wednesday, 08 November 2023 ()",hyena danger,339,99,578,468
"18:21 PM Wednesday, 08 November 2023 ()",hyena danger,333,92,583,469
"18:21 PM Wednesday, 08 November 2023 ()",hyena danger,335,90,576,469
"18:21 PM Wednesday, 08 November 2023 ()",hyena danger,332,86,575,471
"18:21 PM Wednesday, 08 November 2023 ()",hyena danger,335,94,574,466
"18:21 PM Wednesday, 08 November 2023 ()",hyena danger,343,99,576,443
"18:21 PM Wednesday, 08 November 2023 ()",hyena danger,353,77,563,407
"18:21 PM Wednesday, 08 November 2023 ()",hyena danger,346,93,556,385
"18:21 PM Wednesday, 08 November 2023 ()",hyena danger,349,106,542,378
"18:21 PM Wednesday, 08 November 2023 ()",hyena danger,352,111,526,377
"18:21 PM Wednesday, 08 November 2023 ()",hyena danger,356,120,522,372
"18:21 PM Wednesday, 08 November 2023 ()",hyena danger,358,120,517,373
"18:21 PM Wednesday, 08 November 2023 ()",hyena danger,352,121,516,372
"18:21 PM Wednesday, 08 November 2023 ()",hyena danger,341,127,512,369
"18:21 PM Wednesday, 08 November 2023 ()",hyena danger,335,118,508,375
"18:21 PM Wednesday, 08 November 2023 ()",hyena danger,315,130,495,374
"18:21 PM Wednesday, 08 November 2023 ()",hyena danger,315,131,490,392
"18:21 PM Wednesday, 08 November 2023 ()",hyena danger,315,127,480,397
"18:21 PM Wednesday, 08 November 2023 ()",hyena danger,305,135,471,397
"18:21 PM Wednesday, 08 November 2023 ()",hyena danger,304,128,470,400
"18:21 PM Wednesday, 08 November 2023 ()",hyena danger,308,128,469,413
"18:21 PM Wednesday, 08 November 2023 ()",hyena danger,318,139,489,414
"18:21 PM Wednesday, 08 November 2023 ()",hyena danger,330,139,496,417
"18:22 PM Wednesday, 08 November 2023 ()",hyena danger,323,138,499,417
"18:22 PM Wednesday, 08 November 2023 ()",hyena danger,322,141,497,417
"18:22 PM Wednesday, 08 November 2023 ()",hyena danger,321,140,495,416
"18:22 PM Wednesday, 08 November 2023 ()",hyena danger,319,144,493,416
"18:22 PM Wednesday, 08 November 2023 ()",hyena danger,318,139,495,415
